#gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ADAMTS1	0.920889304	0.637531847	0.250843398	2.541553226	0.011036114	0.013738152
AGPAT9	1504.012044	0.236155455	0.092945565	2.540793157	0.011060133	0.013767006
SQSTM1	7439.581509	0.114494698	0.045077965	2.539926056	0.011087591	0.013800136
ST14	1023.330521	-0.333167375	0.131236418	-2.538680794	0.011127129	0.013848296
XLOC_001200	3.424198249	-0.251950521	0.099342622	-2.536177491	0.011206992	0.01394663
CD22	185.2380494	0.24734508	0.09757897	2.53481953	0.011250527	0.013999745
FDX1	490.5059833	0.107227997	0.042311685	2.534240743	0.011269128	0.014021827
CST2	8.909550938	0.488297383	0.19272203	2.533687425	0.011286936	0.014042919
PRC1	150.5754356	0.278677997	0.110015935	2.533069379	0.011306857	0.014066636
XLOC_006302	2.100932777	-0.776608155	0.306818854	-2.531161777	0.01136854	0.014142302
DDAH2	698.5222707	-0.14109665	0.055745348	-2.531092822	0.011370775	0.014144009
SSRP1	1774.103258	-0.093757746	0.037055761	-2.530180026	0.011400402	0.014179785
SLC2A4RG	78.00255204	-0.143237058	0.056639235	-2.528937005	0.011440856	0.014229022
PDCL2	0.452537566	-1.287901571	0.509535866	-2.527597482	0.011484594	0.014282335
EOGT	766.309517	-0.079285226	0.031369052	-2.527498296	0.011487838	0.014285286
TPP1	11250.74803	0.094785079	0.037505994	2.527198182	0.01149766	0.014296415
ZFAND4	113.5962836	0.108429018	0.04297769	2.522914066	0.011638684	0.014470669
GTDC2	113.4899103	0.119134591	0.047242008	2.521793583	0.01167582	0.014515741
BC000869	22.06304699	0.172168661	0.068307792	2.520483499	0.011719373	0.014568783
LAPTM5	12003.63812	-0.082211568	0.032619068	-2.520353038	0.011723718	0.014573079
XLOC_010693	3.62049644	-0.294332303	0.11680986	-2.51975564	0.011743633	0.014596727
TRPC1	1.879045964	0.398704661	0.158372729	2.5175083	0.011818818	0.014689065
SDF2L1	317.4853898	0.102397218	0.040699601	2.515926807	0.011871983	0.014754022
UBD	70.95724089	-0.388109444	0.1543718	-2.514121394	0.011932935	0.014828646
KLRK1	25.15985485	-0.56019969	0.222906287	-2.513162363	0.011965425	0.014867893
DYNLRB2	0.167533079	1.004041143	0.39960997	2.512552787	0.011986117	0.014892476
XLOC_001051	36.39078674	0.14000351	0.055745667	2.511468917	0.012022987	0.014937154
NFIL3	3396.268719	0.150125784	0.059777838	2.511395344	0.012025494	0.014939136
SNX25	88.14493033	0.088716803	0.035338778	2.510466095	0.01205719	0.014977376
SMNDC1	772.8199907	0.053994865	0.021511389	2.510059452	0.012071084	0.014993499
JTB	42.30664259	0.175317826	0.069864566	2.509395476	0.0120938	0.015020577
FAXDC2	46.56385665	0.279998309	0.11164313	2.507976159	0.012142486	0.015079902
ZNF519	9.540139841	0.228814721	0.091249582	2.507570076	0.012156447	0.015096097
WT1	3.688182707	0.456212838	0.182051758	2.505951296	0.012212244	0.015164238
XLOC_001095	94.71414771	-1.16995108	0.46729034	-2.503691987	0.012290498	0.015260252
CPT1C	0.069680097	1.421551967	0.567892617	2.503205577	0.012307403	0.015280084
UNKL	34.37425317	-0.127643162	0.051018889	-2.501880463	0.012353563	0.015336231
XLOC_008934	2.805407326	0.351133567	0.140414408	2.500694717	0.012394997	0.015386505
FAM131C	4.682554036	0.56343431	0.2254338	2.499333772	0.012442706	0.015444558
PSMC6	909.2140379	0.042125398	0.016864171	2.497922791	0.01249234	0.015504992
XLOC_006586	8.653866384	0.27734376	0.111093979	2.49647877	0.012543318	0.015567085
BLM	129.9509661	0.223407082	0.089554639	2.494645564	0.0126083	0.015646548
MED15	1301.900359	-0.053363741	0.021399455	-2.493696263	0.012642067	0.015687265
CFP	626.4842143	0.263037246	0.105483442	2.49363542	0.012644234	0.015688766
VAMP8	2803.586872	0.076762267	0.030787179	2.49331929	0.012655499	0.015701554
HSD17B3	0.376910936	0.677355315	0.271690125	2.493117171	0.012662705	0.015709306
GNMT	0.384791793	0.630609179	0.25333303	2.489249742	0.012801301	0.015880045
SP3	1651.029748	0.046544693	0.018706996	2.48809021	0.012843115	0.015930711
MTO1	460.3027819	-0.062417806	0.025086989	-2.488054883	0.012844391	0.015931088
CPSF3	855.8681635	0.097501574	0.039215717	2.486288177	0.012908339	0.016009192
VASH2	0.453762693	0.713028217	0.287056104	2.483933305	0.012994014	0.016114229
ZNF20	86.23254948	0.06594949	0.026558929	2.483138159	0.013023057	0.016149024
HAUS3	50.05740152	0.189618207	0.076377462	2.482646094	0.013041058	0.016170123
XLOC_007487	3.794703504	0.298519098	0.120246263	2.482564448	0.013044047	0.016172606
MOB4	788.3011603	-0.043977584	0.017742538	-2.478652398	0.013187976	0.016349819
FRAS1	11.9519657	-0.43239993	0.174484249	-2.478160249	0.013206182	0.016371151
KIAA1598	1449.1684	-0.088580882	0.03576188	-2.476963793	0.013250534	0.016424891
GRIK5	10.6654894	0.367777015	0.148611639	2.474752425	0.013332856	0.016525685
AK096982	50.2451725	0.269841953	0.109059813	2.474256503	0.01335138	0.016547393
RNH1	5965.723968	-0.069781936	0.028218511	-2.472913481	0.013401658	0.016608451
TYW5	202.1038825	0.104648069	0.04233702	2.471786398	0.013443982	0.016659642
VAMP1	210.6675517	0.122963629	0.049758915	2.47118792	0.013466503	0.016686289
RNF157	17.07080643	0.359707859	0.145869511	2.465956425	0.013664796	0.016930713
XLOC_005507	64.7574297	-0.231547439	0.093918976	-2.465395693	0.013686202	0.016955953
XLOC_001161	2.418367506	-0.548336522	0.222495509	-2.464483555	0.013721086	0.016997887
GSN	34704.23071	0.160371667	0.065109719	2.463098767	0.013774197	0.017062392
ZNF571-AS1	1.172579853	1.360412631	0.552751138	2.461166587	0.013848605	0.017153267
PNLIP	0.229985342	-1.694097264	0.688507193	-2.460536769	0.013872936	0.017182105
FAM118A	320.9310023	0.153996898	0.062598053	2.460090865	0.013890184	0.017202168
AK096314	0.638024075	-0.65100509	0.26472699	-2.459156473	0.013926391	0.017245705
TOMM5	547.3291736	0.080704954	0.032822654	2.458818658	0.013939501	0.017260636
MOSPD2	690.2344103	0.069475104	0.028266963	2.4578199	0.013978325	0.017307403
IL24	9.996435692	0.52813235	0.214906473	2.457498569	0.013990837	0.017321586
ARHGAP1	1049.71354	0.079102454	0.032192612	2.457161745	0.014003962	0.017336526
NUSAP1	233.3139483	0.255200651	0.10389324	2.456373979	0.014034702	0.017373269
TCTN1	66.87729483	0.1500553	0.061128517	2.454751191	0.014098213	0.017450571
XLOC_005597	713.8105918	-0.221816665	0.090389526	-2.454008489	0.014127365	0.017485334
SLC35F2	52.85988718	0.269365292	0.10990219	2.450954725	0.014247787	0.017633049
MIR132	29.68074729	0.190174227	0.077645657	2.449257767	0.014315096	0.017715013
CD37	541.610308	-0.151455793	0.061904809	-2.446591704	0.014421411	0.01784523
BC058012	299.0841387	0.557699475	0.228067756	2.445323639	0.014472221	0.017906752
CRISPLD1	17.1293488	-0.3262157	0.133447983	-2.444515774	0.014504674	0.017945552
ITFG3	865.0911231	0.069754254	0.02854512	2.443649003	0.014539564	0.017987361
PCDH9	24.82808994	0.290892249	0.119092001	2.442584283	0.014582524	0.018039147
NDUFB3	565.6905093	0.04149851	0.016995237	2.44177295	0.014615335	0.018078371
MRPL9	62.20971756	0.36468569	0.149404844	2.440922807	0.014649786	0.018119617
MAP2K3	2225.151638	0.108993107	0.044671387	2.439886357	0.014691883	0.018170314
ADA	142.5712294	0.184616208	0.0757444	2.437357863	0.014795029	0.018296501
FAM64A	8.920169628	0.31557472	0.129484667	2.437158991	0.014803169	0.018305186
ZNF264	423.5617195	-0.078387949	0.032176129	-2.436214429	0.014841883	0.018351675
ZWINT	184.6157725	0.22252364	0.091366834	2.435496898	0.014871352	0.018386725
USP19	1119.084535	0.033898041	0.01391889	2.435398231	0.014875408	0.018390353
LAIR1	1136.708526	0.268775537	0.110374482	2.435123888	0.014886692	0.018402915
ZNF785	76.92863092	0.105722959	0.043434826	2.434059677	0.014930533	0.01845572
HS3ST3A1	32.53488809	0.610789873	0.250998971	2.433435761	0.014956289	0.018486163
THRAP3	2579.757572	0.043979904	0.018073393	2.433406079	0.014957515	0.018486285
MAN1B1	847.1334584	0.075394182	0.030998712	2.432171427	0.015008602	0.018548025
POLR2E	1516.797138	0.042563021	0.017506309	2.431296093	0.015044914	0.018591499
XLOC_001493	1.083512167	-0.516597369	0.212654917	-2.429275448	0.015129033	0.018694039
TTLL7	21.06494327	0.290773907	0.119709952	2.428986912	0.015141079	0.018707512
SNCAIP	6.124194259	0.650494193	0.267948895	2.427680072	0.015195741	0.018773635
PABPC3	2.759888284	-0.350318213	0.144365137	-2.426612263	0.015240534	0.018827556
BCL10	1157.170213	-0.07956039	0.032798047	-2.425766104	0.015276112	0.018870085
PVRL4	52.4742762	0.22750591	0.093799056	2.425460568	0.015288977	0.018884553
TRNAU1AP	262.8120277	0.049530156	0.020438594	2.423364196	0.015377502	0.018992466
PALM	12.03124555	0.30401167	0.125459876	2.42317846	0.015385367	0.019000748
TUBB3	411.9582631	-0.164352489	0.067828857	-2.423046728	0.015390947	0.019006208
XLOC_004694	536.4064427	-0.125443348	0.051778313	-2.422700585	0.015405618	0.019022892
TSHR	0.122510313	-1.313811564	0.542506164	-2.421744953	0.015446187	0.01907155
LOC100506229	5.053852371	-0.764300498	0.315609133	-2.421667874	0.015449463	0.019074159
TCTEX1D1	6.065608462	-0.355608888	0.147004764	-2.419029679	0.01556197	0.019211615
TMPRSS3	0.825045874	-0.777896506	0.321622786	-2.418661056	0.015577748	0.019229644
LINC00417	16.1600573	-0.357039898	0.147621673	-2.418614369	0.015579747	0.019230664
ADRBK2	4577.008321	-0.072508651	0.02999654	-2.417233858	0.015638966	0.019302306
AK309109	0.988960656	0.676014865	0.279760969	2.416401647	0.01567476	0.019345029
ZNF660	3.387101143	0.311748499	0.129076711	2.415218794	0.01572576	0.019406509
XLOC_009104	7.98521183	0.771426744	0.3195069	2.414429056	0.015759892	0.019447165
DLG2	1.018317228	0.403368578	0.167121666	2.413622283	0.015794827	0.019488807
ZNF883	0.638638049	0.559814364	0.231990867	2.413087948	0.015818002	0.019515933
XLOC_005570	10.43881173	0.21942102	0.090993514	2.41139188	0.015891763	0.019605462
PLAT	33.35707585	-0.33132255	0.137430653	-2.410834439	0.015916072	0.019633974
LHPP	96.5691216	0.124179161	0.051546116	2.409088617	0.015992414	0.019726665
PTTG1IP	4257.821734	-0.066640579	0.027703334	-2.405507537	0.016150019	0.019919572
MS4A6E	31.82400882	0.49464066	0.205656551	2.405178229	0.01616458	0.019936032
MT3	0.933199777	-0.86563824	0.359940291	-2.404949547	0.016174699	0.01994701
IRAK1BP1	6.106565441	1.341618158	0.557886151	2.404824274	0.016180244	0.019952348
SNX33	376.1735489	0.129966472	0.054076161	2.403396808	0.016243551	0.020028907
TBC1D13	1813.056421	-0.156170543	0.065023033	-2.401772657	0.016315845	0.020116535
UNC5CL	58.44061961	0.17251438	0.071839644	2.401381339	0.016333305	0.020136548
C21orf91-OT1	1.933941781	-0.735351202	0.306234119	-2.401271301	0.016338218	0.02014109
Metazoa_SRP	3.369320817	1.07956736	0.44968752	2.400705628	0.016363494	0.020170732
GAB2	2672.972626	0.054639132	0.022762254	2.400427182	0.016375949	0.020184566
MITF	1900.06592	0.139912364	0.058300208	2.399860463	0.016401323	0.020214322
CMTM6	19926.665	-0.100151537	0.041796562	-2.396166853	0.016567547	0.020417655
ARID3B	126.1414645	-0.127243513	0.05318994	-2.392247723	0.016745536	0.020635455
XLOC_006900	20.33398305	-0.252040789	0.105367453	-2.392017479	0.016756044	0.020646853
LINC00674	806.7511516	0.069371619	0.029012044	2.391131716	0.016796526	0.020695178
XLOC_008387	31.70729164	0.185594999	0.07762883	2.390799901	0.016811713	0.020712333
RFX3	174.9678334	-0.067844276	0.028379291	-2.390626191	0.016819668	0.020717463
PIF1	15.63477077	0.28349952	0.118586823	2.390649422	0.016818604	0.020717463
CALCA	0.354712545	1.056300571	0.441847111	2.390647229	0.016818704	0.020717463
CLIP3	0.260941373	0.823642694	0.344720708	2.389304369	0.016880311	0.020790597
LCP1	58070.69891	0.170258465	0.071265475	2.389073619	0.016890917	0.020802097
SLC25A12	387.2967326	0.123179279	0.051571466	2.388516118	0.016916566	0.02083212
XLOC_000200	2.928522889	0.315874587	0.132300577	2.387552597	0.016960976	0.02088524
ST8SIA5	0.355444467	-0.780873249	0.327178375	-2.386689676	0.017000835	0.020932749
XLOC_002674	157.4368398	0.120478458	0.050499034	2.385757649	0.017043979	0.020984295
TMEM237	53.87109253	-0.13493556	0.056567627	-2.385384816	0.017061264	0.021003999
CLDN23	2.531109797	-1.392188029	0.584085319	-2.38353539	0.017147236	0.021108252
CDCA8	100.0944493	0.27053878	0.113509047	2.383411597	0.017153004	0.021113767
GNAI3	2622.533961	-0.032395316	0.013597336	-2.382475196	0.01719669	0.021165952
FAM134A	1765.09734	0.048778827	0.020483702	2.381348178	0.0172494	0.021229233
ANKEF1	107.8575239	0.180201683	0.075689522	2.380800923	0.017275045	0.021259199
AK310751	10.00401474	0.392762203	0.165032027	2.379915043	0.01731663	0.021308775
DUOX2	0.274054232	-1.571668866	0.660532581	-2.37939643	0.017341015	0.021337181
RASL10B	1.045159121	-0.526271251	0.221210238	-2.379054674	0.017357101	0.021355371
HIGD2A	1041.699431	0.070617745	0.029684957	2.378906765	0.017364067	0.021362338
ZNF281	193.3490975	0.180573276	0.075965491	2.377043491	0.01745203	0.021468944
ENPP1	2.745320219	-0.451439339	0.189926788	-2.376912414	0.017458233	0.021474963
ASB16	33.99943899	0.511695955	0.215473717	2.374748817	0.017560896	0.021599625
XLOC_007064	185.1481007	0.070086394	0.029522336	2.374012503	0.017595955	0.021639499
MS4A7	3323.809198	-0.283046668	0.119226912	-2.374016591	0.01759576	0.021639499
SPTBN1	221.9136462	-0.267892061	0.112854042	-2.373792332	0.01760645	0.021650782
MREG	2257.12255	0.195515131	0.082423918	2.372067919	0.017688839	0.021750465
CLK3	555.2386375	-0.050169183	0.021153367	-2.371687871	0.017707042	0.021771215
LGALS3	6557.928228	-0.155679224	0.065667502	-2.370719458	0.017753501	0.0218267
XLOC_007785	0.617900186	-0.627169474	0.264628018	-2.370004048	0.017787891	0.021867339
SULF2	6641.305358	0.139557967	0.058889458	2.369829367	0.017796296	0.021876032
HLA-L	194.1420343	-0.199310906	0.084285241	-2.364718934	0.018043759	0.022178561
HLA-DPB1	38085.89374	-0.094369794	0.039912753	-2.364402006	0.018059204	0.022195882
LOC100289388	22.02049051	0.616885093	0.261310167	2.360738961	0.018238564	0.022414645
CTRC	0.548213603	0.575205262	0.243659134	2.360696484	0.018240653	0.022415532
LOC100507266	2.034560511	0.338311613	0.143340195	2.360200591	0.018265056	0.022443838
CYSTM1	696.1735234	-0.085609794	0.036279867	-2.359705319	0.018289457	0.022472137
RFPL4AL1	1.270748434	-1.05286252	0.446370692	-2.358717851	0.018338193	0.022528641
UCHL1	38.61202775	0.305012472	0.129311587	2.358740456	0.018337076	0.022528641
GPR114	22.73902262	0.3349747	0.142108728	2.357171897	0.01841472	0.02262096
DNASE2B	0.420828568	0.860531889	0.365156669	2.356610087	0.0184426	0.022653511
LSS	1721.431718	-0.175291787	0.07440182	-2.356014776	0.018472183	0.022688148
TPBG	8.836860592	-0.353301051	0.149969748	-2.355815457	0.018482097	0.022698624
XLOC_003600	1.15390904	-0.480133828	0.203865627	-2.355148519	0.018515304	0.022737703
TFAP2C	61.9664288	-0.220403067	0.093695039	-2.352345104	0.018655458	0.022908103
LINC00942	16.3696833	-0.297397468	0.126469664	-2.351532055	0.018696279	0.022956509
PEX11B	448.9099654	-0.053663952	0.022823627	-2.351245581	0.01871068	0.022972472
LOC100505495	9.541862127	0.243908993	0.103762375	2.350649664	0.018740669	0.023007568
FAM135B	66.07939558	-0.31081083	0.132240453	-2.350346078	0.018755963	0.02302462
mir-29b-2	9.078894514	0.288024149	0.122637138	2.348588314	0.01884473	0.023131856
MYH1	1.065209777	0.436678803	0.186068275	2.346874031	0.018931654	0.023236816
XLOC_008715	811.5652577	-0.422179603	0.179897246	-2.346781908	0.018936335	0.023240821
PIEZO2	5.31104059	0.3552689	0.151418095	2.346277695	0.018961974	0.023270546
FKBP8	2550.945221	0.051163507	0.021825306	2.344228621	0.01906648	0.023397046
ITGAE	157.874236	0.219643839	0.093715467	2.343730931	0.019091939	0.023426534
RAB19	42.3425395	0.193798916	0.082699279	2.343417234	0.019108001	0.023444488
YES1	59.45726805	0.215323258	0.091887268	2.343341602	0.019111876	0.023447486
XLOC_010354	227.2805815	-0.213624905	0.091249971	-2.341095588	0.019227244	0.023587261
SYCE1	2.423436102	0.524686227	0.224158862	2.340689194	0.019248183	0.023611182
XLOC_004110	125.658826	-0.181051058	0.077442847	-2.337866753	0.019394161	0.023788469
APLN	3.280639102	0.26131856	0.11195809	2.334074839	0.019591804	0.024029094
ABI3	265.950249	-0.22701218	0.097338881	-2.332183983	0.019691014	0.024148968
XLOC_003022	83.1833289	-0.277479262	0.119024941	-2.3312699	0.019739132	0.024206169
XLOC_008380	2.405239612	0.419609584	0.180099839	2.329872065	0.019812914	0.02429483
FLRT3	15.13513742	-0.45574808	0.195788905	-2.327752334	0.019925258	0.02443076
CEP170P1	15.64592221	-0.214221836	0.092033453	-2.327651837	0.019930599	0.02443548
TCRBV12S2	0.577574347	0.876186795	0.376547277	2.326897173	0.019970739	0.024482862
FAM65C	84.71573062	0.199502846	0.085758936	2.32632136	0.020001413	0.024518634
LOC388813	24.25551083	-0.405489473	0.174352716	-2.325684863	0.020035369	0.024558421
XLOC_001502	7.783571069	0.734044877	0.315744267	2.324808251	0.020082216	0.024614003
SCG5	3.892048356	0.446209955	0.191983371	2.324211487	0.020114162	0.024651315
FEZ1	12.03464917	0.243790154	0.104900206	2.324019784	0.020124434	0.02466206
TSC22D4	1700.531959	0.070518269	0.030346809	2.323745767	0.020139124	0.024678218
KCTD5	1308.433019	-0.065775586	0.028333121	-2.321508665	0.020259407	0.024823755
KIF2C	135.1926838	0.278492362	0.119966849	2.321410993	0.020264673	0.024828352
MUCL1	4.630450601	-0.520418006	0.224251775	-2.320686229	0.020303785	0.024874412
HIST1H2AM	3.401139008	0.334038075	0.143992749	2.319825663	0.02035031	0.024929548
CTSL1P2	2.90526719	0.437318729	0.188726005	2.317214994	0.020492023	0.025101274
AK056252	6.696007482	-0.519906538	0.224388379	-2.31699404	0.020504056	0.025114137
JAM3	11.83589189	0.303280925	0.130909802	2.316716699	0.020519169	0.02513077
DPYSL3	9.838870881	0.253665748	0.109526776	2.316015836	0.020557404	0.025175717
DENND6A	427.1633884	0.044488746	0.019219962	2.31471557	0.020628503	0.025260901
XLOC_004725	53.36449699	0.158044849	0.068284653	2.314500298	0.020640295	0.025273453
GUCD1	1652.000692	0.034029769	0.014706553	2.313918685	0.020672183	0.025310608
FXYD5	987.795049	0.080406334	0.034764841	2.312863583	0.020730141	0.025379675
XLOC_002112	0.308024665	-1.234392574	0.533911243	-2.311980859	0.020778738	0.025437272
SACM1L	1102.085787	0.039777374	0.017205871	2.311848884	0.020786012	0.025444277
ABCB1	20.84497822	0.232829571	0.100720525	2.311639756	0.020797544	0.025456492
ICA1	106.987319	0.091560006	0.039622442	2.310811782	0.020843253	0.025510536
SORBS1	39.28730553	0.271801976	0.11762936	2.310664405	0.020851399	0.0255186
KCNE1	145.8432459	0.266089291	0.115260938	2.308581688	0.020966805	0.025657922
AHNAK2	369.7963301	0.202137199	0.087612087	2.307183931	0.021044569	0.025751162
MEIS3P1	26.36632699	0.24304393	0.105392814	2.306076866	0.021106338	0.025824818
XLOC_010626	124.1748548	0.239358937	0.103858617	2.304661324	0.021185549	0.025919802
S100A3	6.12386448	-0.242538619	0.105256127	-2.304270788	0.021207448	0.025943886
CDHR1	19.62680922	0.362493603	0.157314961	2.304253838	0.021208399	0.025943886
DNAH1	0.209343089	-0.889526662	0.386140082	-2.303637209	0.021243017	0.025984295
GDF11	124.6277025	0.24216972	0.105253494	2.300823573	0.021401605	0.026176326
CD27	35.51727026	0.372085021	0.16192681	2.29785927	0.0215698	0.026380076
CLEC1B	5.614555031	-0.348847582	0.151866085	-2.297073653	0.021614568	0.026432856
ELANE	290.3567188	-0.39705007	0.172853627	-2.297030593	0.021617025	0.026433888
ZCWPW2	27.05616015	0.106551984	0.04639404	2.296673955	0.021637376	0.026456801
XLOC_010721	0.291955831	0.69499426	0.302677639	2.2961533	0.021667118	0.026491191
SLC36A4	424.2172083	-0.083084358	0.0361952	-2.295452345	0.021707214	0.026538235
FCGR2A	9406.861801	0.246253679	0.107324546	2.29447678	0.021763127	0.026604608
LRFN1	26.38481168	0.190266479	0.083098884	2.289639404	0.022042229	0.026943789
PHLDA1	1046.19747	0.285518319	0.124702794	2.289590392	0.022045072	0.026945256
IL19	2.235687694	0.4836429	0.211250793	2.289425255	0.022054656	0.02695496
ZKSCAN3	184.9379713	0.061306268	0.026819187	2.28591077	0.022259479	0.027203264
FAH	191.839704	0.147228759	0.064442149	2.284665563	0.022332445	0.027290401
SPATA6L	108.7151268	0.093812417	0.041092813	2.282939756	0.022433917	0.027412357
LOC146880	528.9484014	0.104020591	0.04561514	2.280396164	0.022584203	0.027593937
TUBA1C	4375.14246	0.083118968	0.036455464	2.280013982	0.022606859	0.02761956
TMEM72-AS1	0.806391169	-0.510061767	0.223718009	-2.279931642	0.022611743	0.027623468
XLOC_003596	0.586249098	-0.574617719	0.252097174	-2.279350104	0.022646262	0.027663576
BC063600	0.415359938	0.614483597	0.269647154	2.278843248	0.022676385	0.027698309
ZNF222	1.514168458	0.542094611	0.237978369	2.277915481	0.022731614	0.0277637
GPX4	3818.963227	-0.054263671	0.023830339	-2.277083442	0.022781243	0.027822243
SUOX	601.6886071	0.074471424	0.03273851	2.27473469	0.02292185	0.027991877
STARD7	4549.003307	0.062161532	0.02736398	2.271655357	0.023107335	0.028216286
MYLK4	31.40151421	0.126818413	0.055834978	2.271307668	0.023128359	0.028239856
XLOC_009042	187.5296761	-0.16173563	0.071233648	-2.270494834	0.023177576	0.028297842
XLOC_000561	14.415419	1.045121946	0.460497598	2.269549177	0.02323495	0.028365778
XLOC_004155	23.87828139	0.653749969	0.288089838	2.2692573	0.023252684	0.028385313
CGREF1	4.996629978	0.310100779	0.136677497	2.268850296	0.023277431	0.028413408
ACP5	11788.31772	-0.127092119	0.056025557	-2.268466873	0.023300766	0.028439773
XLOC_001081	4.52632407	-0.251976314	0.111083667	-2.268347104	0.023308059	0.028446557
BC038205	27.61456895	-0.130210163	0.057419555	-2.267697192	0.023347669	0.028492778
XLOC_008383	11.89208852	-0.423299243	0.186786398	-2.266220918	0.02343786	0.028600715
FBXO2	10.04114418	0.279428645	0.123316057	2.265955074	0.023454134	0.028618443
FFAR4	501.1871214	-0.250374566	0.110597389	-2.263837942	0.023584084	0.028774865
CTSL1	19351.68009	-0.226069187	0.100007637	-2.260519231	0.023789044	0.029022776
DQ570938	21.14887145	-0.61659628	0.272875254	-2.25962696	0.023844413	0.029088161
ID4	1.324621575	0.716709271	0.317469288	2.257570412	0.023972455	0.029242185
CEP112	352.2122607	0.179297848	0.079514136	2.254917884	0.024138484	0.02944252
DLL4	1.865100527	0.770803231	0.341981753	2.253930871	0.024200517	0.029515988
XLOC_006201	1.642676448	-0.432483298	0.191911103	-2.253560592	0.024223825	0.029542217
KIAA0125	17.66990356	0.340228043	0.151029638	2.252723681	0.024276577	0.029604348
MAPK8	228.3154418	0.070841001	0.031465461	2.251389262	0.024360894	0.029704959
C21orf67	23.66330574	0.253660523	0.112675498	2.251248303	0.024369815	0.029713628
ELF2	509.4188092	0.049191422	0.021863051	2.249979786	0.024450229	0.029809457
FAIM	35.00964464	0.150835831	0.067045034	2.249768892	0.02446362	0.029823565
NHSL2	22.45183816	-0.237189382	0.105436353	-2.249597749	0.024474491	0.0298346
CEP104	389.9619584	0.048218219	0.021440261	2.248956664	0.024515253	0.029882067
C9orf43	1.747174671	0.34769634	0.154629971	2.248570168	0.024539856	0.029909831
VPS16	1026.092689	0.053568576	0.023852494	2.245827031	0.024715089	0.03012117
LINC00910	14.03197824	-0.125520774	0.055908855	-2.24509649	0.024761939	0.030176024
CCL20	2972.275085	-0.451505085	0.201350004	-2.242389258	0.024936225	0.030386159
XLOC_002881	0.999651686	-0.426832057	0.190381124	-2.241987266	0.024962195	0.030415543
RARRES1	170.0466756	0.27691685	0.123604223	2.240351049	0.025068142	0.030540095
AQP7	16.83477361	0.46859451	0.209160415	2.240359436	0.025067598	0.030540095
DGKQ	265.750556	0.11280822	0.050362181	2.239939112	0.025094876	0.030570393
PTPRT	0.391215337	-0.670147014	0.300035925	-2.233555913	0.025512307	0.031076595
TPSG1	0.579985314	0.596198294	0.267049569	2.232537938	0.025579431	0.031156043
BAZ1B	2074.622866	0.036309645	0.01627928	2.230420782	0.025719521	0.031324347
CGGBP1	2830.382539	0.058505706	0.026239442	2.229685584	0.025768324	0.031381453
ZNF441	146.7695676	-0.083253506	0.037344127	-2.229360068	0.025789957	0.031405466
CDC45	74.05403688	0.285252405	0.127978356	2.228911313	0.025819806	0.031439479
TMEM194B	114.7670602	-0.126695122	0.056852627	-2.22848315	0.025848314	0.031471853
ARIH1	1704.720548	-0.049880379	0.022406717	-2.226135053	0.026005137	0.031658865
FLJ20518	0.640733724	0.998326442	0.448459178	2.226125567	0.026005772	0.031658865
ADCY4	10.71985153	-0.17940425	0.080614961	-2.225446082	0.026051307	0.031711943
XLOC_007880	1.101909939	0.429014777	0.192842555	2.224689346	0.0261021	0.031771413
PAFAH1B1	2795.581134	0.022335115	0.010041534	2.224273177	0.02613007	0.031803097
MYL4	6.162141333	0.290948332	0.13084176	2.223665694	0.026170945	0.031850481
MAP3K5	930.4207329	0.089836566	0.040409562	2.223151218	0.026205605	0.031890295
HEPN1	2.72163209	0.396955586	0.178685975	2.221526261	0.026315338	0.032021455
XLOC_007546	0.099089383	-1.69435238	0.762853524	-2.221071711	0.026346105	0.032056513
XLOC_008461	573.2117588	-0.522307237	0.235317193	-2.219588088	0.026446742	0.032176575
XLOC_007461	9.975660596	0.49275423	0.22203705	2.219243275	0.026470178	0.032202699
BEX1	14.2739878	0.382609161	0.172411019	2.219168836	0.02647524	0.032206467
TNC	294.5438766	0.36813654	0.165985279	2.217886687	0.026562559	0.032310291
RXFP1	322.2062754	-0.321340164	0.144901973	-2.217638283	0.026579505	0.032328504
MGC4836	3.252105934	0.248839384	0.112225696	2.217312015	0.026601777	0.032353193
BZRAP1	25.94322464	-0.199660678	0.09014835	-2.214801257	0.026773709	0.032559881
GSTTP2	463.8872176	0.509226244	0.229938011	2.214624028	0.026785881	0.032572268
FAM134C	732.1438734	0.049791431	0.022488616	2.214072665	0.026823781	0.032615934
XLOC_000771	0.935765862	-0.520478416	0.235265354	-2.212303708	0.026945687	0.032761734
MACC1	134.8173257	0.164357296	0.074343975	2.210768205	0.027051893	0.032888424
XLOC_002033	3437.038323	0.028473453	0.012888856	2.20915281	0.027164014	0.033022287
ABHD17A	561.0347375	-0.081432111	0.036876817	-2.208219654	0.027228965	0.033098791
XLOC_000966	18.04383843	0.279556944	0.126604252	2.20811655	0.02723615	0.033105069
XLOC_003272	14.86059859	0.484172706	0.219363687	2.207168898	0.027302262	0.033182967
SERHL2	43.02644628	0.147233833	0.066743907	2.205951671	0.027387384	0.033283956
C16orf96	0.122793806	0.929627114	0.421448808	2.205788924	0.027398782	0.03329534
TNFSF11	3.736917054	0.445429422	0.202017645	2.204903551	0.027460863	0.033368308
PVALB	7.549440204	0.258093675	0.117220381	2.201781563	0.027680742	0.033632994
